"RANK","INC_YEAR","COMPANY","3-YR GROWTH","REVENUE","INDUSTRY","YEARS","METRO_AREA"
"459","2013","Bows-N-Ties.com","1,003%","$2m","Retail","","San Francisco"
"460","2013","Arteris","1,002%","$17m","Computer Hardware","","San Jose"
"461","2013","Medical Direct Club","1,000%","$20m","Health","","CBSA Metro Region"
"462","2013","Add3","1,000%","$5.8m","Advertising & Marketing","","Seattle"
"463","2013","GlobalMed","1,000%","$32.1m","Health","","Phoenix"
"464","2013","Universal Industries","999%","$3.1m","Consumer Products & Services","","Las Vegas-Paradise, NV"
"465","2013","Bustin Boards","992%","$3.9m","Consumer Products & Services","","New York City"
"466","2013","GameSim","992%","$2.6m","Software","","Orlando, FL"
"467","2013","Avondale Strategic Partners","990%","$7.2m","Financial Services","","Chicago"
"468","2013","Content Marketing Institute","989%","$3.1m","Media","","Cleveland"
"469","2013","Workday","984%","$273.6m","Software","","San Francisco"
"470","2013","Mom Corps","984%","$16.1m","Human Resources","","Philadelphia"
"471","2013","QualityFlooring4Less.com","983%","$14.5m","Consumer Products & Services","","San Francisco"
"472","2013","RevLocal","982%","$2.5m","Advertising & Marketing","","Columbus, OH"
"473","2013","LoadDelivered","979%","$35.1m","Logistics & Transportation","","Chicago"
"474","2013","Blue Acorn","975%","$2.6m","IT Services","","Charleston-North Charleston, SC"
"475","2013","JESS3","973%","$5.6m","Advertising & Marketing","","Los Angeles"
"476","2013","Basho Technologies","973%","$5.5m","Software","","Boston"
"477","2013","Ecogistics","967%","$3.4m","Logistics & Transportation","","Davenport-Moline-Rock Island, IA-IL"
"478","2013","Tower Cloud","964%","$15.3m","Telecommunications","","Tampa"
"479","2013","Hicks & Clark","960%","$2.2m","Financial Services","","Atlanta"
"480","2013","Fruition Partners","958%","$24m","IT Services","","Chicago"
"481","2013","Free For All","950%","$4.5m","Health","","Philadelphia"
"482","2013","Hawaii Life Real Estate Brokers","944%","$15.1m","Real Estate","","Kapaa, HI"
"483","2013","Cornerstone RPO","939%","$6.3m","Human Resources","","Richmond, VA"
"484","2013","Chief Executive Group","937%","$4.1m","Media","","Bridgeport-Stamford-Norwalk, CT"
"485","2013","Personalized Prevention","937%","$3.1m","Health","","San Antonio, TX"
"486","2013","Talent Curve","936%","$8.9m","Human Resources","","Durham, NC"
"487","2013","KaloBios","935%","$6m","Health","","San Francisco"
"488","2013","Gate 3 Design","934%","$2.4m","Business Products & Services","","Boston"
"489","2013","Strategic Communications","933%","$41.6m","IT Services","","Louisville/Jefferson, KY-IN"
"490","2013","MASS Communications","933%","$9.7m","Telecommunications","","New York City"
"491","2013","Owens Harkey Advertising","931%","$3.2m","Advertising & Marketing","","Phoenix"
"492","2013","C2S Technologies","930%","$8.6m","IT Services","","Seattle"
"493","2013","Vivo Clothing","929%","$2.5m","Retail","","Coeur d'Alene, ID"
"494","2013","Veteran Corps of America","928%","$23.2m","Government Services","","St. Louis, MO-IL"
"495","2013","Five Data","927%","$3.5m","Advertising & Marketing","","Chicago"
"496","2013","PrepNet","923%","$7.2m","Education","","Grand Rapids-Wyoming, MI"
"497","2013","RCS Capital","919%","$287.4m","Financial Services","","New York City"
"498","2013","Big Street Construction","919%","$4.6m","Construction","","Fairbanks, AK"
"499","2013","Clinipace Worldwide","919%","$51.9m","Health","","Raleigh-Cary, NC"
"500","2013","MPACT Financial Group","918%","$2m","Financial Services","","Dallas"
"1","2014","Fuhu","158,957%","$195.6m","Consumer Products & Services","","Los Angeles"
"2","2014","Quest Nutrition","57,348%","$82.6m","Food & Beverage","","Los Angeles"
"3","2014","Reliant Asset Management","55,460%","$85m","Business Products & Services","","Washington, DC"
"4","2014","Superfish","26,043%","$35.2m","Software","","San Jose"
"5","2014","Acacia Communications","20,690%","$77.6m","Telecommunications","","Boston"
"6","2014","Provider Power","19,877%","$137.9m","Energy","","Lewiston-Auburn, ME"
"7","2014","Crescendo Bioscience","18,375%","$27.3m","Health","","San Francisco"
"8","2014","Plexus Worldwide","16,458%","$159.8m","Health","","Phoenix"
"9","2014","Vacasa","16,192%","$26.2m","Travel & Hospitality","","Portland, OR"
"10","2014","Go Energies","16,007%","$32.8m","Energy","","Wilmington, NC"
"11","2014","Minute Key","14,588%","$15.7m","Consumer Products & Services","","Boulder, CO"
"12","2014","SainStore","14,087%","$19.2m","Business Products & Services","","Kansas City, MO-KS"
"13","2014","The HCI Group","13,231%","$34.5m","Health","","Jacksonville, FL"
"14","2014","Dynamic Dental Partners Group","12,896%","$19.8m","Health","","Sarasota-Bradenton-Venice, FL"
"15","2014","Aseptia","12,427%","$13.8m","Food & Beverage","","Raleigh-Cary, NC"
"16","2014","Asentra Health","12,128%","$20.4m","Health","","Honolulu, HI"
"17","2014","American Solar Direct","11,560%","$52m","Energy","","Los Angeles"
"18","2014","Prescient Edge","11,498%","$12.3m","Government Services","","Washington, DC"
"19","2014","BlueSquare Resolutions","11,489%","$46.4m","Financial Services","","Phoenix"
"20","2014","BES Design/Build","11,375%","$11.8m","Construction","","Daphne-Fairhope-Foley, AL"
"21","2014","Simpler Trading","10,523%","$11.2m","Financial Services","","Austin"
"22","2014","sweetFrog Premium Frozen Yogurt","10,372%","$34.3m","Food & Beverage","","Richmond, VA"
"23","2014","Base Commerce","10,186%","$12.4m","Financial Services","","Phoenix"
"24","2014","CPSG Partners","9,532%","$17m","IT Services","","Dallas"
"25","2014","MedHOK","9,109%","$17m","Health","","Tampa"
"26","2014","Showroom Logic","8,449%","$13.4m","Advertising & Marketing","","Miami"
"27","2014","WeVeel","8,240%","$9m","Consumer Products & Services","","Philadelphia"
"28","2014","PackIt","7,878%","$11.8m","Consumer Products & Services","","Los Angeles"
"29","2014","American Retirement Advisors","7,758%","$13.8m","Financial Services","","Phoenix"
"30","2014","HighPoint Global","7,639%","$95.8m","Government Services","","Indianapolis, IN"
"31","2014","AdKarma","7,635%","$13.3m","Advertising & Marketing","","Columbia, MO"
"32","2014","Axtria","7,351%","$8.9m","Software","","New York City"
"33","2014","Dolls Kill","7,056%","$7.5m","Retail","","San Francisco"
"34","2014","Centric Digital","6,898%","$18m","Business Products & Services","","New York City"
"35","2014","Credibly","6,861%","$7m","Financial Services","","New York City"
"36","2014","Restore Health","6,663%","$6.8m","Health","","Madison, WI"
"37","2014","OpenRoad Lending","6,603%","$8.8m","Financial Services","","Dallas"
"38","2014","Pontchartrain Partners","6,535%","$10.5m","Government Services","","New Orleans-Metairie-Kenner, LA"
"39","2014","Team Extreme Marketing International","6,369%","$6.7m","Consumer Products & Services","","Washington, DC"
"40","2014","Choice Energy","6,021%","$20.8m","Energy","","Des Moines-West Des Moines, IA"
"41","2014","ReviMedia","5,817%","$5.9m","Advertising & Marketing","","New York City"
"42","2014","SmartZip Analytics","5,811%","$11.3m","Software","","San Francisco"
"43","2014","Thompson Gray","5,753%","$14.1m","Government Services","","Huntsville, AL"
"44","2014","MCSG Technologies","5,715%","$7.6m","IT Services","","Oklahoma City, OK"
"45","2014","Innovative Surveillance Solutions","5,605%","$10.2m","Security","","Dallas"
"46","2014","Nordic","5,593%","$81.4m","Health","","Madison, WI"
"47","2014","Michigan Realty Solutions","5,531%","$6.1m","Real Estate","","Detroit"
"48","2014","Ohio Investments","5,507%","$23.8m","Real Estate","","Springfield, OH"
"49","2014","Adore Me","5,506%","$5.6m","Retail","","New York City"
"50","2014","IQ Formulations","5,486%","$8.2m","Health","","Miami"
"51","2014","MAX Digital","5,483%","$6.5m","Software","","Chicago"
"52","2014","MaxHome","5,439%","$5.7m","Construction","","New Orleans-Metairie, LA"
"53","2014","Alex and Ani","5,221%","$230.1m","Retail","","Providence-New Bedford-Fall River, RI-MA"
"54","2014","Crowdtap","5,217%","$6.2m","Advertising & Marketing","","New York City"
"55","2014","Compass Automation","5,214%","$5.7m","Manufacturing","","Chicago"
"56","2014","Multifamily Utility Company","5,196%","$5.7m","Real Estate","","San Diego"
"57","2014","The Joint","5,139%","$5.9m","Health","","Phoenix"
"58","2014","Bizness Apps","5,079%","$6.1m","Software","","San Francisco"
"59","2014","EcoSense","5,059%","$15.3m","Construction","","Los Angeles"
"60","2014","PhotoBin","5,003%","$6.3m","Consumer Products & Services","","San Diego"
"61","2014","PMG Worldwide","5,000%","$5.7m","Advertising & Marketing","","Dallas"
"62","2014","Victor Securities","4,897%","$6.4m","Financial Services","","New York City"
"63","2014","eLan Technologies","4,864%","$9.1m","IT Services","","Dallas"
"64","2014","Centennial Lending Group","4,845%","$166.8m","Financial Services","","Philadelphia"
"65","2014","Tough Mudder","4,738%","$107.9m","Health","","New York City"
"66","2014","Netcom3 Global","4,725%","$30m","Software","","Los Angeles"
"67","2014","Gideon Services","4,723%","$23.2m","Government Services","","Huntsville, AL"
"68","2014","Viderity","4,723%","$18.3m","Government Services","","Washington, DC"
"69","2014","Affectiva","4,676%","$5m","Software","","Boston"
"70","2014","EverQuote","4,669%","$45.9m","Advertising & Marketing","","Boston"
"71","2014","Acordis International","4,639%","$6m","IT Services","","Miami"
"72","2014","KRAVE Pure Foods","4,632%","$16.9m","Food & Beverage","","Napa, CA"
"73","2014","Main Street Hub","4,625%","$9.1m","Advertising & Marketing","","Austin"
"74","2014","First Point Power","4,355%","$23.4m","Energy","","Providence-New Bedford-Fall River, RI-MA"
"75","2014","Ethology","4,219%","$8.8m","Advertising & Marketing","","Phoenix"
"76","2014","Regal Wings","4,146%","$54.3m","Travel & Hospitality","","New York City"
"77","2014","Solect Energy","4,101%","$12.4m","Energy","","Boston"
"78","2014","Old Pro Roofing","4,076%","$4.8m","Construction","","Dallas"
"79","2014","Clean Energy Experts","4,064%","$6m","Advertising & Marketing","","Los Angeles"
"80","2014","LogoUp.com","4,062%","$8m","Retail","","Miami"
"81","2014","ANALYTICA","4,056%","$15m","IT Services","","Washington, DC"
"82","2014","Phunware","4,040%","$22.1m","Software","","Austin"
"83","2014","iCracked","4,033%","$7.3m","Consumer Products & Services","","San Francisco"
"84","2014","BuyBackWorld","4,011%","$4.1m","Consumer Products & Services","","New York City"
"85","2014","Tahzoo","3,946%","$5.6m","Business Products & Services","","Washington, DC"
"86","2014","Connexion Point","3,944%","$18.2m","Health","","Salt Lake City"
"87","2014","Meister Cook","3,943%","$7.7m","Manufacturing","","Fort Wayne, IN"
"88","2014","TUNE","3,939%","$18.9m","Advertising & Marketing","","Seattle"
"89","2014","Constructure Management","3,929%","$33.1m","Construction","","Philadelphia"
"90","2014","Pendo Management Group","3,878%","$8.4m","Real Estate","","Kansas City, MO-KS"
"91","2014","Gemini Consulting & Services","3,870%","$6.4m","IT Services","","St. Louis, MO-IL"
"92","2014","Next Step Living","3,860%","$58m","Energy","","Boston"
"93","2014","FastPay","3,825%","$5m","Financial Services","","Los Angeles"
"94","2014","Early Upgrade","3,746%","$18m","Consumer Products & Services","","Jacksonville, FL"
"95","2014","Yochana IT Solutions","3,694%","$5.6m","Human Resources","","Detroit"
"96","2014","American Care Partners","3,657%","$6.5m","Health","","Washington, DC"
"97","2014","Prepay Nation","3,637%","$110.9m","Financial Services","","Philadelphia"
"98","2014","PEG Bandwidth","3,613%","$32.8m","Telecommunications","","Dallas"
"99","2014","Global Energy Efficiency","3,589%","$12.8m","Energy","","New York City"
"100","2014","LaunchPoint","3,544%","$12.8m","Health","","Chicago"
"101","2014","Product Cloud","3,543%","$5.2m","Retail","7.0","Milwaukee-Waukesha-West Allis, WI"
"102","2014","GovSmart","3,532%","$25.4m","Computer Hardware","12.0","Charlottesville, VA"
"103","2014","The Clymb","3,532%","$64.4m","Retail","90.0","Portland, OR"
"104","2014","Alliance Health","3,490%","$85.5m","Health","380.0","Salt Lake City"
"105","2014","Inkling","3,443%","$8.1m","Software","100.0","San Francisco"
"106","2014","Patriot Group International","3,402%","$24m","Government Services","80.0","Washington, DC"
"107","2014","Insureon","3,358%","$11.8m","Insurance","65.0","Chicago"
"108","2014","RevLocal","3,342%","$7.2m","Advertising & Marketing","146.0","Columbus, OH"
"109","2014","Apex Fuels","3,324%","$134.5m","Energy","37.0","Riverside-San Bernardino-Ontario, CA"
"110","2014","Multicoreware","3,322%","$7.6m","Software","200.0","San Jose"
"111","2014","MobileHelp","3,305%","$18.6m","Health","87.0","Miami"
"112","2014","Ataraxis","3,278%","$40.7m","Human Resources","12.0","Boise City-Nampa, ID"
"113","2014","Fortress Gold Group","3,258%","$9.8m","Financial Services","15.0","Los Angeles"
"114","2014","AdColony","3,236%","$52.7m","Advertising & Marketing","73.0","Los Angeles"
"115","2014","Integral Ad Science","3,232%","$23.4m","Advertising & Marketing","87.0","New York City"
"116","2014","Technomax","3,225%","$4m","IT Services","18.0","Trenton, NJ"
"117","2014","hCentive","3,214%","$26.4m","Health","458.0","Washington, DC"
"201","2014","METIS Solutions","2,171%","$8.6m","Government Services","45.0","Washington, DC"
"202","2014","Title Boxing Club","2,168%","$34.2m","Health","17.0","Kansas City, MO-KS"
"203","2014","VETS etc.","2,162%","$6.4m","IT Services","52.0","Salinas, CA"
"204","2014","LocalResponse","2,153%","$9.5m","Advertising & Marketing","32.0","New York City"
"205","2014","Tongal","2,144%","$8.4m","Advertising & Marketing","36.0","Los Angeles"
"206","2014","Novisync","2,144%","$8.5m","IT Services","84.0","Poughkeepsie-Newburgh-Middletown, NY"
"207","2014","Tax Guard","2,141%","$4.3m","Financial Services","40.0","Boulder, CO"
"208","2014","Nexgen Property Solutions","2,136%","$5.3m","Financial Services","12.0","Laredo, TX"
"209","2014","PerformTel","2,121%","$2.2m","Business Products & Services","120.0","Minneapolis"
"210","2014","R.J. Allen & Associates","2,118%","$26.1m","Construction","25.0","Tupelo, MS"
"211","2014","Splash and Dash for Dogs","2,118%","$2.2m","Retail","6.0","Tampa"
"212","2014","ePremium Insurance","2,109%","$3.7m","Insurance","17.0","Cincinnati"
"213","2014","McAfee Institute","2,097%","$39.5m","Education","15.0","Peoria, IL"
"214","2014","IDsecurityonline.com","2,093%","$4.8m","Security","7.0","New York City"
"215","2014","Wren","2,092%","$5.1m","Retail","25.0","Los Angeles"
"216","2014","Newmind Group","2,065%","$15.4m","IT Services","16.0","Kalamazoo-Portage, MI"
"217","2014","Obsidian Analysis","2,061%","$9.1m","Government Services","43.0","Washington, DC"
"218","2014","Universal Synaptics","2,042%","$2.1m","Government Services","10.0","Ogden-Clearfield, UT"
"219","2014","Global Commerce and Services","2,041%","$3.5m","Government Services","13.0","New Orleans-Metairie-Kenner, LA"
"220","2014","Stoneside Blinds & Shades","2,040%","$4.8m","Consumer Products & Services","42.0","Denver"
"221","2014","Blue Star Tec","2,033%","$3.8m","IT Services","35.0","Chicago"
"222","2014","Loqate","2,026%","$4.4m","Software","22.0","San Francisco"
"223","2014","PresPro","2,012%","$3.5m","Construction","155.0","Charlotte"
"224","2014","PcCareSupport","2,001%","$2.3m","IT Services","59.0","Provo-Orem, UT"
"225","2014","AltaSource Group","1,997%","$7.1m","IT Services","42.0","Seattle"
"226","2014","VDX","1,996%","$8.9m","IT Services","74.0","New York City"
"227","2014","Cloudbilt","1,995%","$4m","Software","30.0","Charlotte"
"228","2014","Strategi Consulting","1,994%","$3.4m","IT Services","14.0","Washington, DC"
